Uuid,Void/Retire,Mappings|SAME-AS|SNOMED,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Members,_version:1,_order:300
,,,Procedure Orders,Procedures,,ConvSet,N/A,,,
